device_id,household_id,device_type,model,firmware_version,installed_at
1035,667,gate,GDO-100,1.1.0,2025-11-28
1036,358,garage_door,GATE-10,2.0.0,2025-11-28
1037,817,gate,GATE-10,1.1.0,2025-11-28
1038,641,gate,GDO-100,1.1.0,2025-11-28
1039,111,garage_door,GDO-100,2.0.0,2025-11-28
1040,661,gate,GDO-100,1.0.0,2025-11-28
1041,259,garage_door,GDO-200,1.0.0,2025-11-28
1042,137,gate,GDO-200,1.1.0,2025-11-28
1043,186,garage_door,GDO-100,1.0.0,2025-11-28
1044,179,garage_door,GDO-200,1.1.0,2025-11-28
1045,873,garage_door,GDO-100,1.0.0,2025-11-28
1046,491,garage_door,GDO-200,2.0.0,2025-11-28
1047,433,gate,GATE-10,1.1.0,2025-11-28
1048,416,gate,GDO-200,2.0.0,2025-11-28
1049,952,gate,GATE-10,1.0.0,2025-11-28
1050,382,garage_door,GDO-100,1.1.0,2025-11-28
1051,249,garage_door,GATE-10,2.0.0,2025-11-28
1052,878,garage_door,GDO-100,1.0.0,2025-11-28
1053,127,garage_door,GATE-10,1.0.0,2025-11-28
1054,647,gate,GDO-100,1.1.0,2025-11-28
1055,57,garage_door,GDO-200,1.1.0,2025-11-28
1056,196,gate,GDO-100,1.0.0,2025-11-28
1057,859,garage_door,GDO-100,1.0.0,2025-11-28
1058,351,gate,GDO-200,1.1.0,2025-11-28
1059,782,gate,GDO-200,1.1.0,2025-11-28
1060,501,gate,GDO-100,1.1.0,2025-11-28
1061,84,garage_door,GDO-200,1.1.0,2025-11-28
1062,918,garage_door,GDO-100,1.0.0,2025-11-28
1063,924,garage_door,GDO-200,1.0.0,2025-11-28
1064,228,gate,GDO-200,1.1.0,2025-11-28
1065,370,garage_door,GDO-200,2.0.0,2025-11-28
1066,211,garage_door,GDO-200,1.1.0,2025-11-28
1067,740,garage_door,GATE-10,1.1.0,2025-11-28
1068,726,gate,GDO-100,1.0.0,2025-11-28
1069,639,garage_door,GDO-100,1.0.0,2025-11-28
1070,829,garage_door,GDO-100,1.1.0,2025-11-28
1071,607,gate,GDO-100,1.1.0,2025-11-28
1072,356,garage_door,GATE-10,2.0.0,2025-11-28
1073,820,garage_door,GATE-10,1.0.0,2025-11-28
1074,702,gate,GDO-200,2.0.0,2025-11-28
1075,913,garage_door,GDO-200,1.0.0,2025-11-28
1076,469,garage_door,GDO-100,1.0.0,2025-11-28
1077,735,gate,GDO-200,1.1.0,2025-11-28
1078,463,gate,GDO-100,1.1.0,2025-11-28
1079,160,garage_door,GDO-100,1.1.0,2025-11-28
1080,578,gate,GDO-100,1.0.0,2025-11-28
1081,92,garage_door,GDO-200,2.0.0,2025-11-28
1082,875,garage_door,GATE-10,1.1.0,2025-11-28
1083,656,gate,GDO-100,2.0.0,2025-11-28
1084,868,garage_door,GATE-10,1.1.0,2025-11-28
1085,774,garage_door,GATE-10,2.0.0,2025-11-28
1086,384,garage_door,GDO-200,2.0.0,2025-11-28
1087,384,garage_door,GDO-100,2.0.0,2025-11-28
1088,278,garage_door,GDO-100,2.0.0,2025-11-28
1089,81,gate,GDO-100,2.0.0,2025-11-28
1090,570,gate,GDO-100,1.1.0,2025-11-28
1091,790,gate,GDO-100,1.1.0,2025-11-28
1092,15,gate,GDO-100,1.1.0,2025-11-28
1093,237,garage_door,GATE-10,1.1.0,2025-11-28
1094,560,gate,GDO-100,1.0.0,2025-11-28
1095,249,gate,GDO-100,2.0.0,2025-11-28
1096,911,garage_door,GDO-100,1.1.0,2025-11-28
1097,388,gate,GDO-100,2.0.0,2025-11-28
1098,80,garage_door,GDO-100,1.1.0,2025-11-28
1099,124,garage_door,GDO-100,2.0.0,2025-11-28
1100,846,gate,GDO-200,2.0.0,2025-11-28
1101,776,gate,GDO-200,1.0.0,2025-11-28
1102,726,gate,GDO-200,1.1.0,2025-11-28
1103,120,gate,GDO-200,1.0.0,2025-11-28
1104,743,gate,GDO-200,2.0.0,2025-11-28
1105,928,gate,GDO-200,1.1.0,2025-11-28
1106,393,garage_door,GDO-200,1.1.0,2025-11-28
1107,60,garage_door,GATE-10,2.0.0,2025-11-28
1108,276,garage_door,GDO-200,2.0.0,2025-11-28
1109,514,garage_door,GDO-200,1.1.0,2025-11-28
1110,674,garage_door,GDO-200,1.0.0,2025-11-28
1111,850,gate,GATE-10,1.0.0,2025-11-28
1112,525,gate,GDO-200,2.0.0,2025-11-28
1113,955,gate,GDO-200,2.0.0,2025-11-28
1114,853,gate,GDO-200,2.0.0,2025-11-28
1115,717,gate,GATE-10,1.1.0,2025-11-28
1116,16,garage_door,GDO-200,1.0.0,2025-11-28
1117,274,gate,GDO-200,2.0.0,2025-11-28
1118,901,garage_door,GDO-200,2.0.0,2025-11-28
1119,446,gate,GDO-200,2.0.0,2025-11-28
1120,47,gate,GDO-100,1.1.0,2025-11-28
1121,364,garage_door,GDO-200,1.1.0,2025-11-28
1122,670,garage_door,GDO-200,1.0.0,2025-11-28
1123,49,garage_door,GDO-200,1.0.0,2025-11-28
1124,616,gate,GATE-10,1.0.0,2025-11-28
1125,43,gate,GDO-200,1.1.0,2025-11-28
1126,123,garage_door,GATE-10,1.0.0,2025-11-28
1127,996,garage_door,GDO-200,2.0.0,2025-11-28
1128,166,garage_door,GDO-200,1.0.0,2025-11-28
1129,865,garage_door,GDO-200,2.0.0,2025-11-28
1130,554,garage_door,GDO-100,1.1.0,2025-11-28
1131,29,garage_door,GATE-10,1.1.0,2025-11-28
1132,284,gate,GDO-100,2.0.0,2025-11-28
1133,832,gate,GATE-10,1.0.0,2025-11-28
1134,762,gate,GATE-10,2.0.0,2025-11-28
1135,628,garage_door,GDO-100,1.0.0,2025-11-28
1136,363,gate,GDO-100,2.0.0,2025-11-28
1137,813,garage_door,GDO-100,2.0.0,2025-11-28
1138,526,garage_door,GDO-200,2.0.0,2025-11-28
1139,731,garage_door,GDO-200,1.0.0,2025-11-28
1140,534,gate,GDO-100,1.0.0,2025-11-28
1141,214,gate,GATE-10,1.1.0,2025-11-28
1142,464,garage_door,GATE-10,1.0.0,2025-11-28
1143,758,gate,GDO-100,1.0.0,2025-11-28
1144,906,garage_door,GDO-100,2.0.0,2025-11-28
1145,706,garage_door,GDO-200,1.1.0,2025-11-28
1146,937,gate,GDO-200,2.0.0,2025-11-28
1147,156,garage_door,GATE-10,1.0.0,2025-11-28
1148,439,gate,GDO-100,1.1.0,2025-11-28
1149,817,gate,GATE-10,2.0.0,2025-11-28
1150,667,garage_door,GDO-200,1.1.0,2025-11-28
1151,341,garage_door,GDO-200,2.0.0,2025-11-28
1152,183,garage_door,GDO-200,1.0.0,2025-11-28
1153,640,garage_door,GATE-10,1.1.0,2025-11-28
1154,117,gate,GATE-10,2.0.0,2025-11-28
1155,169,garage_door,GATE-10,2.0.0,2025-11-28
1156,880,garage_door,GDO-100,2.0.0,2025-11-28
1157,46,gate,GDO-100,2.0.0,2025-11-28
1158,475,gate,GDO-200,1.1.0,2025-11-28
1159,393,gate,GDO-100,2.0.0,2025-11-28
1160,542,garage_door,GATE-10,1.0.0,2025-11-28
1161,141,garage_door,GDO-100,1.1.0,2025-11-28
1162,41,garage_door,GDO-200,1.1.0,2025-11-28
1163,936,garage_door,GATE-10,2.0.0,2025-11-28
1164,931,gate,GDO-200,1.0.0,2025-11-28
1165,138,garage_door,GDO-100,1.1.0,2025-11-28
1166,57,garage_door,GDO-200,1.1.0,2025-11-28
1167,610,garage_door,GDO-100,2.0.0,2025-11-28
1168,789,garage_door,GDO-200,2.0.0,2025-11-28
1169,480,gate,GDO-200,1.0.0,2025-11-28
1170,655,garage_door,GATE-10,2.0.0,2025-11-28
1171,990,gate,GDO-200,1.1.0,2025-11-28
1172,619,garage_door,GDO-200,2.0.0,2025-11-28
1173,93,gate,GDO-100,1.1.0,2025-11-28
1174,292,gate,GDO-200,2.0.0,2025-11-28
1175,820,garage_door,GDO-100,1.0.0,2025-11-28
1176,677,garage_door,GDO-100,1.1.0,2025-11-28
1177,142,garage_door,GDO-100,2.0.0,2025-11-28
1178,26,garage_door,GATE-10,1.1.0,2025-11-28
1179,387,gate,GATE-10,1.0.0,2025-11-28
1180,927,garage_door,GATE-10,1.1.0,2025-11-28
1181,930,garage_door,GATE-10,1.1.0,2025-11-28
1182,682,garage_door,GDO-100,2.0.0,2025-11-28
1183,271,gate,GATE-10,1.0.0,2025-11-28
1184,267,garage_door,GDO-200,2.0.0,2025-11-28
1185,430,garage_door,GDO-200,1.1.0,2025-11-28
1186,765,garage_door,GDO-200,1.0.0,2025-11-28
1187,715,gate,GDO-200,2.0.0,2025-11-28
1188,410,garage_door,GDO-200,1.1.0,2025-11-28
1189,52,gate,GDO-100,1.1.0,2025-11-28
1190,70,garage_door,GDO-100,1.0.0,2025-11-28
1191,67,gate,GATE-10,2.0.0,2025-11-28
1192,729,gate,GDO-100,1.0.0,2025-11-28
1193,165,gate,GATE-10,1.1.0,2025-11-28
1194,330,garage_door,GDO-200,1.0.0,2025-11-28
1195,328,garage_door,GATE-10,1.0.0,2025-11-28
1196,270,gate,GDO-100,1.0.0,2025-11-28
1197,527,garage_door,GDO-200,1.0.0,2025-11-28
1198,677,garage_door,GATE-10,2.0.0,2025-11-28
1199,682,gate,GDO-100,2.0.0,2025-11-28
1200,482,garage_door,GATE-10,1.0.0,2025-11-28
1201,598,gate,GDO-100,1.1.0,2025-11-28
1202,550,gate,GDO-200,1.0.0,2025-11-28
1203,330,gate,GDO-200,1.0.0,2025-11-28
1204,948,garage_door,GDO-100,2.0.0,2025-11-28
1205,117,garage_door,GATE-10,1.1.0,2025-11-28
1206,892,gate,GDO-200,1.0.0,2025-11-28
1207,311,gate,GDO-100,1.1.0,2025-11-28
1208,872,gate,GDO-100,1.1.0,2025-11-28
1209,997,garage_door,GDO-100,1.1.0,2025-11-28
1210,437,garage_door,GDO-100,1.1.0,2025-11-28
1211,822,gate,GATE-10,1.1.0,2025-11-28
1212,561,garage_door,GDO-100,1.0.0,2025-11-28
1213,409,gate,GATE-10,2.0.0,2025-11-28
1214,906,garage_door,GDO-200,1.1.0,2025-11-28
1215,144,garage_door,GATE-10,1.0.0,2025-11-28
1216,741,gate,GDO-100,1.1.0,2025-11-28
1217,542,garage_door,GATE-10,1.0.0,2025-11-28
1218,553,garage_door,GATE-10,1.1.0,2025-11-28
1219,154,gate,GATE-10,2.0.0,2025-11-28
1220,887,gate,GATE-10,1.1.0,2025-11-28
1221,678,garage_door,GDO-200,1.0.0,2025-11-28
1222,586,garage_door,GDO-200,1.1.0,2025-11-28
1223,965,gate,GDO-100,1.1.0,2025-11-28
1224,889,garage_door,GDO-200,2.0.0,2025-11-28
1225,583,gate,GATE-10,2.0.0,2025-11-28
1226,821,garage_door,GATE-10,1.1.0,2025-11-28
1227,511,gate,GDO-100,1.0.0,2025-11-28
1228,106,garage_door,GDO-200,2.0.0,2025-11-28
1229,89,gate,GDO-200,1.0.0,2025-11-28
1230,768,gate,GATE-10,1.0.0,2025-11-28
1231,377,gate,GDO-200,1.1.0,2025-11-28
1232,819,garage_door,GATE-10,1.1.0,2025-11-28
1233,309,gate,GDO-100,1.0.0,2025-11-28
1234,393,gate,GDO-100,1.0.0,2025-11-28
1235,920,garage_door,GATE-10,1.1.0,2025-11-28
1236,442,garage_door,GATE-10,1.0.0,2025-11-28
1237,290,garage_door,GATE-10,1.1.0,2025-11-28
1238,934,gate,GATE-10,1.1.0,2025-11-28
1239,464,garage_door,GDO-200,1.0.0,2025-11-28
1240,476,garage_door,GDO-200,1.0.0,2025-11-28
1241,120,gate,GDO-200,1.1.0,2025-11-28
1242,842,garage_door,GDO-100,2.0.0,2025-11-28
1243,50,gate,GDO-200,1.0.0,2025-11-28
1244,241,gate,GDO-200,1.1.0,2025-11-28
1245,627,garage_door,GATE-10,1.0.0,2025-11-28
1246,731,garage_door,GDO-100,2.0.0,2025-11-28
1247,829,gate,GDO-100,1.1.0,2025-11-28
1248,281,garage_door,GDO-200,2.0.0,2025-11-28
1249,963,gate,GDO-100,1.0.0,2025-11-28
1250,122,gate,GATE-10,2.0.0,2025-11-28
1251,611,garage_door,GDO-100,2.0.0,2025-11-28
1252,542,gate,GDO-200,2.0.0,2025-11-28
1253,845,gate,GDO-100,1.1.0,2025-11-28
1254,514,garage_door,GATE-10,2.0.0,2025-11-28
1255,654,gate,GDO-100,2.0.0,2025-11-28
1256,904,gate,GATE-10,2.0.0,2025-11-28
1257,615,gate,GDO-100,1.1.0,2025-11-28
1258,757,gate,GATE-10,2.0.0,2025-11-28
1259,528,garage_door,GDO-100,1.0.0,2025-11-28
1260,720,garage_door,GATE-10,1.0.0,2025-11-28
1261,234,garage_door,GATE-10,1.0.0,2025-11-28
1262,566,garage_door,GATE-10,2.0.0,2025-11-28
1263,361,garage_door,GDO-200,2.0.0,2025-11-28
1264,33,gate,GATE-10,1.1.0,2025-11-28
1265,849,gate,GDO-100,1.0.0,2025-11-28
1266,747,garage_door,GDO-100,1.0.0,2025-11-28
1267,964,gate,GATE-10,2.0.0,2025-11-28
1268,830,garage_door,GDO-200,1.0.0,2025-11-28
1269,669,garage_door,GATE-10,1.0.0,2025-11-28
1270,769,garage_door,GATE-10,1.1.0,2025-11-28
1271,226,gate,GDO-100,1.1.0,2025-11-28
1272,345,garage_door,GATE-10,1.0.0,2025-11-28
1273,235,garage_door,GDO-200,1.1.0,2025-11-28
1274,213,garage_door,GATE-10,1.0.0,2025-11-28
1275,209,gate,GATE-10,1.1.0,2025-11-28
1276,388,garage_door,GATE-10,1.0.0,2025-11-28
1277,995,garage_door,GATE-10,1.1.0,2025-11-28
1278,256,gate,GDO-100,1.0.0,2025-11-28
1279,198,gate,GDO-100,2.0.0,2025-11-28
1280,690,garage_door,GDO-100,2.0.0,2025-11-28
1281,605,gate,GDO-100,1.0.0,2025-11-28
1282,974,garage_door,GDO-200,1.1.0,2025-11-28
1283,394,gate,GATE-10,2.0.0,2025-11-28
1284,624,gate,GDO-100,1.1.0,2025-11-28
1285,229,garage_door,GATE-10,1.0.0,2025-11-28
1286,379,gate,GDO-100,1.0.0,2025-11-28
1287,151,gate,GATE-10,1.0.0,2025-11-28
1288,738,gate,GDO-200,1.0.0,2025-11-28
1289,592,gate,GATE-10,2.0.0,2025-11-28
1290,203,gate,GDO-200,2.0.0,2025-11-28
1291,932,garage_door,GDO-200,2.0.0,2025-11-28
1292,154,gate,GATE-10,1.1.0,2025-11-28
1293,225,gate,GATE-10,1.0.0,2025-11-28
1294,764,garage_door,GDO-200,1.1.0,2025-11-28
1295,947,garage_door,GDO-200,2.0.0,2025-11-28
1296,807,garage_door,GDO-100,2.0.0,2025-11-28
1297,87,gate,GDO-100,2.0.0,2025-11-28
1298,964,gate,GDO-100,2.0.0,2025-11-28
1299,15,gate,GDO-200,2.0.0,2025-11-28
1300,893,garage_door,GDO-100,1.1.0,2025-11-28
1301,331,gate,GATE-10,1.1.0,2025-11-28
1302,487,gate,GATE-10,2.0.0,2025-11-28
1303,253,garage_door,GDO-100,1.0.0,2025-11-28
1304,609,gate,GDO-100,1.1.0,2025-11-28
1305,885,gate,GDO-200,2.0.0,2025-11-28
1306,334,garage_door,GATE-10,2.0.0,2025-11-28
1307,524,gate,GDO-100,2.0.0,2025-11-28
1308,630,garage_door,GDO-200,2.0.0,2025-11-28
1309,942,garage_door,GDO-100,1.1.0,2025-11-28
1310,554,garage_door,GDO-100,2.0.0,2025-11-28
1311,750,gate,GDO-200,1.1.0,2025-11-28
1312,667,garage_door,GDO-200,2.0.0,2025-11-28
1313,983,gate,GATE-10,2.0.0,2025-11-28
1314,349,gate,GDO-100,1.0.0,2025-11-28
1315,729,gate,GDO-200,1.1.0,2025-11-28
1316,59,garage_door,GDO-200,1.1.0,2025-11-28
1317,415,gate,GDO-200,2.0.0,2025-11-28
1318,270,garage_door,GDO-200,1.1.0,2025-11-28
1319,635,garage_door,GATE-10,1.0.0,2025-11-28
1320,591,garage_door,GATE-10,2.0.0,2025-11-28
1321,560,garage_door,GDO-200,1.1.0,2025-11-28
1322,42,garage_door,GDO-100,1.1.0,2025-11-28
1323,141,garage_door,GDO-100,1.0.0,2025-11-28
1324,509,gate,GDO-200,1.1.0,2025-11-28
1325,651,gate,GDO-100,2.0.0,2025-11-28
1326,514,gate,GDO-200,1.1.0,2025-11-28
1327,708,gate,GATE-10,1.0.0,2025-11-28
1328,763,garage_door,GATE-10,1.0.0,2025-11-28
1329,163,garage_door,GDO-100,2.0.0,2025-11-28
1330,103,garage_door,GDO-200,1.0.0,2025-11-28
1331,729,garage_door,GDO-100,1.0.0,2025-11-28
1332,369,garage_door,GATE-10,1.1.0,2025-11-28
1333,65,gate,GATE-10,2.0.0,2025-11-28
1334,710,garage_door,GDO-100,1.0.0,2025-11-28
1335,232,garage_door,GDO-100,1.1.0,2025-11-28
1336,370,gate,GDO-100,1.0.0,2025-11-28
1337,399,gate,GDO-200,1.0.0,2025-11-28
1338,170,gate,GDO-200,1.1.0,2025-11-28
1339,879,gate,GATE-10,1.0.0,2025-11-28
1340,458,garage_door,GATE-10,2.0.0,2025-11-28
1341,679,garage_door,GDO-200,1.1.0,2025-11-28
1342,410,gate,GDO-200,1.1.0,2025-11-28
1343,160,garage_door,GDO-100,1.1.0,2025-11-28
1344,471,garage_door,GDO-200,2.0.0,2025-11-28
1345,984,gate,GDO-100,1.1.0,2025-11-28
1346,154,gate,GDO-200,1.1.0,2025-11-28
1347,134,gate,GDO-100,1.1.0,2025-11-28
1348,495,gate,GDO-200,2.0.0,2025-11-28
1349,309,gate,GDO-100,1.1.0,2025-11-28
1350,347,gate,GDO-100,1.0.0,2025-11-28
1351,934,gate,GDO-100,1.0.0,2025-11-28
1352,848,garage_door,GATE-10,1.0.0,2025-11-28
1353,805,garage_door,GDO-100,1.1.0,2025-11-28
1354,837,gate,GATE-10,1.0.0,2025-11-28
1355,728,gate,GDO-100,1.0.0,2025-11-28
1356,646,gate,GDO-100,2.0.0,2025-11-28
1357,854,garage_door,GATE-10,1.0.0,2025-11-28
1358,194,gate,GATE-10,1.0.0,2025-11-28
1359,814,garage_door,GDO-100,2.0.0,2025-11-28
1360,91,garage_door,GDO-100,1.0.0,2025-11-28
1361,737,gate,GATE-10,1.1.0,2025-11-28
1362,241,gate,GATE-10,1.0.0,2025-11-28
1363,162,gate,GDO-100,1.1.0,2025-11-28
1364,682,gate,GATE-10,2.0.0,2025-11-28
1365,956,garage_door,GDO-100,1.0.0,2025-11-28
1366,469,garage_door,GATE-10,1.1.0,2025-11-28
1367,104,garage_door,GDO-100,2.0.0,2025-11-28
1368,949,garage_door,GATE-10,1.1.0,2025-11-28
1369,523,gate,GDO-100,1.0.0,2025-11-28
1370,473,gate,GDO-100,2.0.0,2025-11-28
1371,202,garage_door,GDO-200,2.0.0,2025-11-28
1372,602,gate,GDO-200,1.1.0,2025-11-28
1373,71,garage_door,GDO-100,1.1.0,2025-11-28
1374,188,garage_door,GATE-10,1.1.0,2025-11-28
1375,928,gate,GDO-100,1.0.0,2025-11-28
1376,674,gate,GATE-10,2.0.0,2025-11-28
1377,311,gate,GDO-100,1.0.0,2025-11-28
1378,674,garage_door,GDO-200,1.1.0,2025-11-28
1379,613,gate,GDO-200,1.1.0,2025-11-28
1380,581,garage_door,GDO-100,2.0.0,2025-11-28
1381,114,gate,GDO-100,1.0.0,2025-11-28
1382,530,garage_door,GDO-100,2.0.0,2025-11-28
1383,89,gate,GATE-10,2.0.0,2025-11-28
1384,769,gate,GDO-200,1.0.0,2025-11-28
1385,744,gate,GDO-200,1.1.0,2025-11-28
1386,935,gate,GATE-10,2.0.0,2025-11-28
1387,415,garage_door,GDO-200,1.0.0,2025-11-28
1388,211,gate,GDO-100,1.0.0,2025-11-28
1389,900,garage_door,GDO-100,1.1.0,2025-11-28
1390,230,garage_door,GDO-200,2.0.0,2025-11-28
1391,421,garage_door,GATE-10,1.0.0,2025-11-28
1392,708,gate,GATE-10,1.0.0,2025-11-28
1393,373,garage_door,GDO-100,1.1.0,2025-11-28
1394,327,gate,GATE-10,1.1.0,2025-11-28
1395,83,gate,GATE-10,1.0.0,2025-11-28
1396,5,garage_door,GATE-10,2.0.0,2025-11-28
1397,44,garage_door,GATE-10,1.1.0,2025-11-28
1398,463,garage_door,GDO-100,2.0.0,2025-11-28
1399,248,garage_door,GATE-10,2.0.0,2025-11-28
1400,410,garage_door,GDO-100,1.1.0,2025-11-28
1401,865,garage_door,GATE-10,1.0.0,2025-11-28
1402,800,garage_door,GDO-200,2.0.0,2025-11-28
1403,314,gate,GATE-10,1.0.0,2025-11-28
1404,971,garage_door,GDO-100,1.0.0,2025-11-28
1405,875,gate,GDO-100,2.0.0,2025-11-28
1406,531,garage_door,GDO-200,1.1.0,2025-11-28
1407,371,gate,GDO-100,2.0.0,2025-11-28
1408,289,gate,GDO-200,1.1.0,2025-11-28
1409,879,garage_door,GATE-10,1.1.0,2025-11-28
1410,459,garage_door,GDO-200,2.0.0,2025-11-28
1411,743,garage_door,GDO-200,1.1.0,2025-11-28
1412,662,gate,GDO-200,1.0.0,2025-11-28
1413,334,gate,GDO-100,2.0.0,2025-11-28
1414,550,gate,GDO-100,1.0.0,2025-11-28
1415,43,garage_door,GATE-10,1.0.0,2025-11-28
1416,271,garage_door,GDO-200,1.0.0,2025-11-28
1417,539,gate,GDO-100,2.0.0,2025-11-28
1418,605,garage_door,GDO-100,2.0.0,2025-11-28
1419,106,gate,GDO-100,1.0.0,2025-11-28
1420,364,gate,GDO-200,2.0.0,2025-11-28
1421,254,garage_door,GATE-10,2.0.0,2025-11-28
1422,830,garage_door,GDO-200,1.1.0,2025-11-28
1423,617,garage_door,GDO-100,1.1.0,2025-11-28
1424,171,gate,GATE-10,1.1.0,2025-11-28
1425,38,garage_door,GDO-200,1.1.0,2025-11-28
1426,2,garage_door,GDO-200,1.1.0,2025-11-28
1427,783,gate,GATE-10,1.1.0,2025-11-28
1428,317,garage_door,GDO-200,2.0.0,2025-11-28
1429,163,garage_door,GDO-100,2.0.0,2025-11-28
1430,337,gate,GDO-200,1.1.0,2025-11-28
1431,15,gate,GDO-100,2.0.0,2025-11-28
1432,482,gate,GDO-100,1.0.0,2025-11-28
1433,157,gate,GDO-100,1.0.0,2025-11-28
1434,271,gate,GDO-100,1.0.0,2025-11-28
1435,707,garage_door,GATE-10,2.0.0,2025-11-28
1436,46,gate,GATE-10,1.1.0,2025-11-28
1437,119,garage_door,GATE-10,1.1.0,2025-11-28
1438,335,gate,GATE-10,1.1.0,2025-11-28
1439,712,garage_door,GDO-200,1.0.0,2025-11-28
1440,349,gate,GDO-200,2.0.0,2025-11-28
1441,346,garage_door,GDO-200,1.0.0,2025-11-28
1442,101,garage_door,GDO-200,1.0.0,2025-11-28
1443,638,garage_door,GATE-10,1.1.0,2025-11-28
1444,635,gate,GATE-10,1.0.0,2025-11-28
1445,341,gate,GDO-200,1.0.0,2025-11-28
1446,731,gate,GDO-100,1.1.0,2025-11-28
1447,91,garage_door,GDO-200,1.1.0,2025-11-28
1448,355,garage_door,GDO-100,2.0.0,2025-11-28
1449,725,gate,GATE-10,2.0.0,2025-11-28
1450,999,gate,GATE-10,2.0.0,2025-11-28
1451,646,gate,GDO-100,2.0.0,2025-11-28
1452,477,gate,GATE-10,2.0.0,2025-11-28
1453,663,gate,GDO-100,2.0.0,2025-11-28
1454,317,gate,GATE-10,1.0.0,2025-11-28
1455,339,garage_door,GDO-200,1.1.0,2025-11-28
1456,927,garage_door,GATE-10,2.0.0,2025-11-28
1457,88,garage_door,GATE-10,1.1.0,2025-11-28
1458,842,gate,GDO-200,1.0.0,2025-11-28
1459,734,garage_door,GDO-200,1.1.0,2025-11-28
1460,750,garage_door,GDO-200,1.0.0,2025-11-28
1461,902,garage_door,GDO-100,1.1.0,2025-11-28
1462,934,garage_door,GDO-200,2.0.0,2025-11-28
1463,209,gate,GATE-10,2.0.0,2025-11-28
1464,45,gate,GATE-10,2.0.0,2025-11-28
1465,374,garage_door,GDO-200,1.0.0,2025-11-28
1466,189,gate,GDO-200,2.0.0,2025-11-28
1467,392,garage_door,GDO-100,2.0.0,2025-11-28
1468,64,gate,GATE-10,1.1.0,2025-11-28
1469,904,garage_door,GDO-200,1.0.0,2025-11-28
1470,511,gate,GATE-10,1.0.0,2025-11-28
1471,132,gate,GDO-100,1.1.0,2025-11-28
1472,369,garage_door,GATE-10,2.0.0,2025-11-28
1473,652,gate,GATE-10,2.0.0,2025-11-28
1474,486,garage_door,GDO-200,1.0.0,2025-11-28
1475,561,gate,GATE-10,2.0.0,2025-11-28
1476,740,gate,GDO-200,1.1.0,2025-11-28
1477,595,garage_door,GATE-10,1.1.0,2025-11-28
1478,657,gate,GATE-10,1.1.0,2025-11-28
1479,440,garage_door,GATE-10,1.1.0,2025-11-28
1480,313,garage_door,GATE-10,2.0.0,2025-11-28
1481,935,garage_door,GATE-10,2.0.0,2025-11-28
1482,11,garage_door,GDO-200,1.0.0,2025-11-28
1483,316,gate,GATE-10,1.1.0,2025-11-28
1484,662,gate,GDO-100,1.1.0,2025-11-28
1485,434,garage_door,GDO-100,1.1.0,2025-11-28
1486,823,gate,GDO-200,1.1.0,2025-11-28
1487,561,gate,GDO-100,1.0.0,2025-11-28
1488,435,garage_door,GDO-200,1.0.0,2025-11-28
1489,380,gate,GDO-200,1.1.0,2025-11-28
1490,796,garage_door,GDO-100,1.1.0,2025-11-28
1491,411,garage_door,GDO-200,1.0.0,2025-11-28
1492,146,gate,GATE-10,1.0.0,2025-11-28
1493,801,garage_door,GDO-200,1.0.0,2025-11-28
1494,102,garage_door,GDO-200,1.0.0,2025-11-28
1495,511,garage_door,GDO-200,2.0.0,2025-11-28
1496,837,garage_door,GDO-100,2.0.0,2025-11-28
1497,95,garage_door,GDO-100,1.0.0,2025-11-28
1498,49,gate,GDO-100,1.1.0,2025-11-28
1499,384,garage_door,GDO-200,1.0.0,2025-11-28
1500,806,garage_door,GATE-10,1.1.0,2025-11-28
1501,298,gate,GDO-200,2.0.0,2025-11-28
1502,745,gate,GATE-10,1.1.0,2025-11-28
1503,17,garage_door,GDO-200,1.1.0,2025-11-28
1504,183,gate,GDO-100,1.0.0,2025-11-28
1505,640,garage_door,GDO-100,1.1.0,2025-11-28
1506,465,garage_door,GDO-200,2.0.0,2025-11-28
1507,549,gate,GDO-200,1.0.0,2025-11-28
1508,307,garage_door,GDO-200,1.0.0,2025-11-28
1509,89,garage_door,GATE-10,2.0.0,2025-11-28
1510,748,garage_door,GATE-10,2.0.0,2025-11-28
1511,904,gate,GATE-10,1.1.0,2025-11-28
1512,25,garage_door,GDO-100,2.0.0,2025-11-28
1513,835,garage_door,GATE-10,1.1.0,2025-11-28
1514,276,gate,GDO-100,1.0.0,2025-11-28
1515,203,garage_door,GATE-10,2.0.0,2025-11-28
1516,34,garage_door,GDO-200,1.1.0,2025-11-28
1517,122,garage_door,GDO-100,2.0.0,2025-11-28
1518,624,gate,GDO-200,1.0.0,2025-11-28
1519,943,garage_door,GATE-10,2.0.0,2025-11-28
1520,736,garage_door,GATE-10,1.1.0,2025-11-28
1521,594,gate,GATE-10,1.0.0,2025-11-28
1522,83,gate,GDO-100,2.0.0,2025-11-28
1523,973,garage_door,GDO-200,2.0.0,2025-11-28
1524,364,garage_door,GATE-10,1.0.0,2025-11-28
1525,390,garage_door,GDO-100,2.0.0,2025-11-28
1526,887,garage_door,GDO-200,1.1.0,2025-11-28
1527,682,garage_door,GATE-10,1.0.0,2025-11-28
1528,34,garage_door,GDO-200,1.0.0,2025-11-28
1529,240,garage_door,GDO-200,2.0.0,2025-11-28
1530,714,gate,GATE-10,1.0.0,2025-11-28
1531,103,gate,GDO-200,1.0.0,2025-11-28
1532,863,gate,GDO-100,2.0.0,2025-11-28
